,LSOA21CD,LAT,LONG,curtailment_risk
32100,E01034059,52.96174,-2.16731,4
32101,E01034060,50.80292,-1.1698,5
32102,E01034061,50.79934,-1.17294,2
32103,E01034062,50.80955,-1.13465,3
32104,E01034063,50.80731,-1.13167,4
32105,E01034064,50.80162,-1.12955,3
32106,E01034065,50.80019,-1.12752,2
32107,E01034066,50.85238,-0.99416,1
32108,E01034067,50.85058,-0.98212,3
32109,E01034068,54.60193,-3.12759,4
32110,E01034069,54.1083,-3.21161,1
32111,E01034070,54.87728,-2.88769,4
32112,E01034071,54.87236,-2.97935,4
32113,E01034072,54.86675,-2.92928,2
32114,E01034073,54.85318,-2.99442,3
32115,E01034074,54.84809,-2.89269,5
32116,E01034075,54.57681,-3.53352,4
32117,E01034076,54.52532,-3.39004,3
32118,E01034077,54.37241,-2.88807,2
32119,E01034078,54.31571,-2.741,4
32120,E01034079,54.30156,-2.72376,2
32121,E01034080,54.19695,-2.82391,1
32122,E01034081,51.78133,0.476404,2
32123,E01034082,51.76868,0.487871,1
32124,E01034083,51.76184,0.494987,2
32125,E01034084,51.75814,0.498434,2
32126,E01034085,51.67639,0.495045,2
32127,E01034086,51.64667,0.468694,2
32128,E01034087,51.64407,0.580479,2
32129,E01034088,51.63624,0.555638,5
32130,E01034089,51.73976,0.475141,1
32131,E01034090,51.73575,0.476936,5
32132,E01034091,51.73796,0.466149,4
32133,E01034092,51.7341,0.468633,2
32134,E01034093,51.63902,0.794645,1
32135,E01034094,51.63435,0.875871,5
32136,E01034095,51.54299,0.708719,1
32137,E01034096,51.54199,0.715035,2
32138,E01034097,52.71425,-2.02316,5
32139,E01034098,52.71295,-2.01024,3
32140,E01034099,52.74898,-1.90015,2
32141,E01034100,52.73935,-1.89098,3
32142,E01034101,52.71952,-1.76303,5
32143,E01034102,52.71094,-1.79422,4
32144,E01034103,52.6723,-1.93713,4
32145,E01034104,52.66923,-1.9421,5
32146,E01034105,52.69689,-1.79914,2
32147,E01034106,52.67939,-1.77405,1
32148,E01034107,53.52453,-2.22465,2
32149,E01034108,53.52103,-2.21498,5
32150,E01034109,53.5081,-2.23269,5
32151,E01034110,53.50636,-2.22595,5
32152,E01034111,53.47614,-2.16847,1
32153,E01034112,53.47283,-2.16649,1
32154,E01034113,53.47366,-2.17176,4
32155,E01034114,53.4727,-2.155,2
32156,E01034115,53.46371,-2.2279,5
32157,E01034116,53.46534,-2.21912,4
32158,E01034117,53.46219,-2.23399,4
32159,E01034118,53.46129,-2.24082,4
32160,E01034119,53.46145,-2.21811,2
32161,E01034120,53.45494,-2.17008,4
32162,E01034121,53.4511,-2.17117,4
32163,E01034122,53.45272,-2.24076,2
32164,E01034123,53.45241,-2.24732,5
32165,E01034124,53.45392,-2.23536,5
32166,E01034125,53.4527,-2.23263,1
32167,E01034126,53.45108,-2.2357,1
32168,E01034127,53.44944,-2.23338,2
32169,E01034128,53.44502,-2.20252,1
32170,E01034129,53.48363,-2.2321,1
32171,E01034130,53.48184,-2.22932,3
32172,E01034131,53.47427,-2.25097,3
32173,E01034132,53.47201,-2.25293,3
32174,E01034133,53.48517,-2.22048,2
32175,E01034134,53.48438,-2.22472,1
32176,E01034135,53.48341,-2.21653,3
32177,E01034136,53.48062,-2.22199,3
32178,E01034137,53.45158,-2.1907,1
32179,E01034138,53.44979,-2.18938,2
32180,E01034139,51.38564,-0.10463,5
32181,E01034140,51.38566,-0.10841,3
32182,E01034141,51.38083,-0.09724,4
32183,E01034142,51.37964,-0.09395,1
32184,E01034143,51.37859,-0.09989,4
32185,E01034144,51.37575,-0.11013,2
32186,E01034145,51.37577,-0.10422,5
32187,E01034146,51.37374,-0.11788,4
32188,E01034147,51.37897,-0.09867,3
32189,E01034148,51.37657,-0.09649,2
32190,E01034149,51.37256,-0.09275,5
32191,E01034150,51.37271,-0.09902,3
32192,E01034151,51.36916,-0.09875,1
32193,E01034152,51.3663,-0.09911,5
32194,E01034153,51.38078,-0.15612,3
32195,E01034154,51.37713,-0.15755,5
32196,E01034155,51.36693,-0.19587,2
32197,E01034156,51.36214,-0.19341,3
32198,E01034157,50.37708,-4.08443,3
32199,E01034158,50.36418,-4.09758,4
32200,E01034159,50.36727,-4.161,1
32201,E01034160,50.36666,-4.14967,4
32202,E01034161,50.3647,-4.14542,1
32203,E01034162,50.36301,-4.15933,4
32204,E01034165,50.59899,-3.44278,2
32205,E01034166,50.60129,-3.47225,4
32206,E01034167,50.54559,-3.64637,4
32207,E01034168,50.53646,-3.65111,5
32208,E01034169,50.49296,-3.54737,1
32209,E01034170,50.4888,-3.54526,5
32210,E01034171,50.42883,-3.59137,5
32211,E01034172,50.41834,-3.59893,5
32212,E01034173,51.4897,0.048626,2
32213,E01034174,51.46302,0.025678,4
32214,E01034175,51.45685,0.028269,3
32215,E01034176,51.4579,0.033685,1
32216,E01034177,51.45593,0.031611,4
32217,E01034178,51.48254,-0.01625,3
32218,E01034179,51.48179,-0.01241,2
32219,E01034180,51.48094,-0.01473,3
32220,E01034181,51.4786,-0.01698,1
32221,E01034182,51.47664,-0.01863,4
32222,E01034183,51.48943,0.005904,3
32223,E01034184,51.48528,0.009005,4
32224,E01034185,51.4842,0.008137,2
32225,E01034186,51.49255,0.070176,3
32226,E01034187,51.49115,0.073296,3
32227,E01034188,51.49672,0.004769,4
32228,E01034189,51.49242,0.021852,3
32229,E01034190,51.4908,0.008139,3
32230,E01034191,51.48901,0.003119,1
32231,E01034192,51.48539,0.000959,2
32232,E01034193,51.49936,0.009193,4
32233,E01034194,51.49647,0.013863,4
32234,E01034195,51.49615,0.012466,3
32235,E01034196,51.49418,0.014972,1
32236,E01034198,51.49158,0.037921,3
32237,E01034199,51.54588,0.001579,5
32238,E01034200,51.54258,0.001334,5
32239,E01034201,51.53028,0.031792,2
32240,E01034202,51.52817,0.031179,3
32241,E01034203,51.53123,0.040211,3
32242,E01034204,51.52989,0.044894,5
32243,E01034205,51.52118,0.077831,3
32244,E01034206,51.51313,0.080751,2
32245,E01034207,51.50727,0.073956,4
32246,E01034208,51.51443,0.013763,3
32247,E01034209,51.51357,0.010511,1
32248,E01034210,51.51024,0.014471,1
32249,E01034211,51.50868,0.011289,1
32250,E01034212,51.50772,0.020037,4
32251,E01034213,51.5493,-0.01417,2
32252,E01034214,51.54764,-0.00991,3
32253,E01034215,51.54732,-0.00765,5
32254,E01034216,51.54612,-0.00588,1
32255,E01034217,51.54435,-0.01215,4
32256,E01034218,51.54962,-0.00682,3
32257,E01034219,51.54528,-0.00215,2
32258,E01034220,51.54245,-0.00575,3
32259,E01034221,51.53818,-0.0061,5
32260,E01034222,51.53787,-0.01227,3
32261,E01034223,51.53471,-0.00605,3
32262,E01034224,51.5014,0.045909,2
32263,E01034225,51.50324,0.036511,2
32264,E01034226,51.5015,0.036591,3
32265,E01034227,51.50155,0.027646,2
32266,E01034228,51.50082,0.03208,1
32267,E01034229,51.50234,0.020707,3
32268,E01034230,51.50019,0.026865,5
32269,E01034231,51.49967,0.033988,2
32270,E01034232,53.53669,-2.13438,1
32271,E01034233,53.53541,-2.12929,5
32272,E01034234,53.62388,-2.14439,5
32273,E01034235,53.62061,-2.14038,5
32274,E01034236,53.5281,-1.12452,5
32275,E01034237,53.52757,-1.12642,1
32276,E01034238,53.52073,-1.12959,3
32277,E01034239,53.51756,-1.12772,3
32278,E01034240,53.50874,-1.10352,5
32279,E01034241,53.50733,-1.09357,3
32280,E01034242,53.49525,-1.12851,1
32281,E01034243,53.49392,-1.14478,1
32282,E01034244,53.49744,-1.02079,5
32283,E01034245,53.48653,-1.02936,1
32284,E01034246,53.51186,-1.36443,5
32285,E01034247,53.50765,-1.34946,1
32286,E01034248,53.38327,-1.36748,1
32287,E01034249,53.37724,-1.36318,2
32288,E01034250,53.36558,-1.34363,2
32289,E01034251,53.40219,-1.21797,1
32290,E01034252,53.38171,-1.23452,2
32291,E01034253,53.39813,-1.30416,3
32292,E01034254,52.96973,-1.54654,1
32293,E01034255,52.92886,-1.5413,4
32294,E01034256,52.92274,-1.47443,1
32295,E01034257,52.92125,-1.48193,2
32296,E01034258,53.57213,-1.47249,5
32297,E01034259,53.56916,-1.47522,1
32298,E01034260,53.7289,-1.36477,5
32299,E01034261,53.72417,-1.36335,4
32300,E01034262,53.71537,-1.34533,3
32301,E01034263,53.71188,-1.34733,1
32302,E01034264,53.67924,-1.4933,4
32303,E01034265,53.68008,-1.49908,5
32304,E01034266,53.71126,-1.37567,4
32305,E01034267,53.70324,-1.36297,5
32306,E01034268,53.69767,-1.37963,1
32307,E01034269,53.65324,-1.35701,3
32308,E01034270,53.64205,-1.35461,4
32309,E01034271,50.72726,-1.86789,5
32310,E01034272,50.72556,-1.87204,5
32311,E01034273,50.72516,-1.87766,3
32312,E01034274,50.7196,-1.8786,2
32313,E01034275,50.72712,-1.84473,2
32314,E01034276,50.72595,-1.84124,3
32315,E01034277,50.72199,-1.86829,2
32316,E01034278,50.71886,-1.86846,1
32317,E01034279,50.73727,-1.78368,3
32318,E01034280,50.73421,-1.78963,3
32319,E01034281,50.72039,-1.97215,2
32320,E01034282,50.71959,-1.978,2
32321,E01034283,50.71473,-2.00105,2
32322,E01034284,50.71083,-1.99323,4
32323,E01034285,51.38636,-0.41941,3
32324,E01034286,51.38392,-0.41307,5
32325,E01034287,51.3497,-0.27503,3
32326,E01034288,51.34854,-0.26496,5
32327,E01034289,51.33205,-0.27078,1
32328,E01034290,51.33192,-0.26329,5
32329,E01034291,51.43503,-0.51046,2
32330,E01034292,51.43418,-0.50407,5
32331,E01034293,51.33315,-0.5348,5
32332,E01034294,51.31667,-0.55858,3
32333,E01034295,51.31398,-0.55875,4
32334,E01034296,51.30172,-0.55686,3
32335,E01034297,51.29794,-0.55197,5
32336,E01034298,50.74988,0.239357,4
32337,E01034299,50.89806,0.243898,5
32338,E01034300,50.88815,0.273168,4
32339,E01034301,50.88097,0.256924,2
32340,E01034302,50.87526,0.240969,3
32341,E01034303,50.85854,0.200181,2
32342,E01034304,50.82359,0.254568,1
32343,E01034305,50.82083,0.2647,1
32344,E01034306,52.52497,-2.09683,1
32345,E01034307,52.52453,-2.08844,2
32346,E01034308,52.51216,-2.09204,4
32347,E01034309,52.51054,-2.08447,1
32348,E01034310,52.6141,-2.12317,3
32349,E01034311,52.61045,-2.12744,3
32350,E01034312,52.59162,-2.12498,2
32351,E01034313,52.58646,-2.1203,5
32352,E01034314,52.57552,-2.11295,3
32353,E01034315,52.57257,-2.11851,2
32354,E01034316,52.31924,-2.05256,2
32355,E01034317,52.31835,-2.06076,3
32356,E01034318,52.30167,-2.06481,2
32357,E01034319,52.2981,-2.08234,1
32358,E01034320,52.31716,-1.95195,1
32359,E01034321,52.31344,-1.96008,4
32360,E01034322,52.31171,-1.96857,4
32361,E01034323,52.18416,-2.21917,3
32362,E01034324,52.17769,-2.22006,5
32363,E01034325,52.30967,-2.11138,2
32364,E01034326,52.29776,-2.10129,4
32365,E01034327,52.25416,-2.15177,5
32366,E01034328,52.25009,-2.14008,4
32367,E01034329,52.09179,-1.94458,2
32368,E01034330,52.08962,-1.93704,2
32369,E01034331,52.38749,-2.24558,2
32370,E01034332,52.3816,-2.24631,1
32371,E01034333,52.37251,-2.25813,5
32372,E01034334,52.3669,-2.26118,1
32373,E01034335,53.75386,-2.37791,4
32374,E01034336,53.75152,-2.38335,4
32375,E01034337,53.68752,-2.63974,5
32376,E01034338,53.68484,-2.65394,5
32377,E01034339,53.66882,-2.61194,2
32378,E01034340,53.67802,-2.671,3
32379,E01034341,53.67787,-2.66324,2
32380,E01034342,53.67238,-2.65308,5
32381,E01034343,53.6659,-2.64606,3
32382,E01034344,53.6457,-2.64784,1
32383,E01034345,53.64426,-2.63954,1
32384,E01034346,53.8117,-2.78327,3
32385,E01034347,53.79434,-2.75689,3
32386,E01034348,53.7405,-2.70692,1
32387,E01034349,53.71386,-2.71258,3
32388,E01034350,53.70438,-2.70318,3
32389,E01034351,53.69173,-2.68709,4
32390,E01034352,53.68614,-2.67244,1
32391,E01034353,53.68594,-2.66033,4
32392,E01034354,51.58294,0.414053,4
32393,E01034355,51.57982,0.410366,5
32394,E01034356,51.56724,0.458215,5
32395,E01034357,51.56552,0.461989,1
32396,E01034358,51.62022,0.306651,3
32397,E01034359,51.61845,0.293415,2
32398,E01034360,51.616,0.305108,5
32399,E01034361,51.61456,0.296195,1
32400,E01034362,51.785,0.153381,5
32401,E01034363,51.77927,0.13848,2
32402,E01034364,51.77369,0.14874,1
32403,E01034365,51.77287,0.133017,1
32404,E01034366,51.76952,0.093421,3
32405,E01034367,51.76502,0.090503,3
32406,E01034368,51.52051,0.288751,1
32407,E01034369,51.51582,0.285662,3
32408,E01034370,51.48144,0.272391,4
32409,E01034371,51.47546,0.281469,4
32410,E01034372,50.79527,-1.89991,4
32411,E01034373,50.78616,-1.91728,4
32412,E01034374,51.00481,-2.17793,5
32413,E01034375,51.00358,-2.18366,1
32414,E01034376,50.93362,-2.27437,1
32415,E01034377,50.92741,-2.30351,1
32416,E01034378,50.86308,-2.09479,2
32417,E01034379,50.95458,-2.52839,2
32418,E01034380,50.94595,-2.53354,3
32419,E01034381,50.71607,-2.45818,4
32420,E01034382,50.71604,-2.46694,1
32421,E01034383,51.41931,-0.07184,2
32422,E01034384,51.41271,-0.07047,4
32423,E01034385,51.40406,0.02077,3
32424,E01034386,51.40066,0.01612,2
32425,E01034387,51.4917,-0.03864,4
32426,E01034388,51.49123,-0.03594,3
32427,E01034389,51.48989,-0.03935,4
32428,E01034390,51.44829,-0.02549,4
32429,E01034391,51.44581,-0.02954,2
32430,E01034392,51.46738,-0.01701,3
32431,E01034393,51.46598,-0.01324,5
32432,E01034394,51.46407,-0.01332,1
32433,E01034395,51.46215,-0.01556,3
32434,E01034396,53.44171,-2.92469,4
32435,E01034397,53.44057,-2.91583,2
32436,E01034398,53.43065,-2.9815,1
32437,E01034399,53.42953,-2.9789,4
32438,E01034400,53.41876,-2.98295,1
32439,E01034401,53.39999,-2.94424,5
32440,E01034402,53.39805,-2.97896,3
32441,E01034403,53.39429,-2.97531,1
32442,E01034404,53.38481,-2.92278,1
32443,E01034405,53.40437,-2.96832,2
32444,E01034406,53.40078,-2.97446,3
32445,E01034407,53.39945,-2.98601,5
32446,E01034408,53.39928,-2.98255,5
32447,E01034409,53.40947,-2.99802,2
32448,E01034410,53.40758,-2.99277,1
32449,E01034411,53.40342,-2.99496,2
32450,E01034412,52.18217,-0.43434,3
32451,E01034413,52.15784,-0.39294,5
32452,E01034414,52.13921,-0.51538,5
32453,E01034415,52.13235,-0.50512,2
32454,E01034416,52.12692,-0.51348,3
32455,E01034417,52.12423,-0.50975,1
32456,E01034418,52.13757,-0.45936,2
32457,E01034419,52.13656,-0.46372,2
32458,E01034420,52.13136,-0.46807,3
32459,E01034421,52.128,-0.47465,4
32460,E01034422,52.11349,-0.51491,5
32461,E01034423,52.10945,-0.49482,4
32462,E01034424,52.1022,-0.5046,4
32463,E01034425,52.09506,-0.55202,1
32464,E01034426,52.09044,-0.52423,1
32465,E01034427,52.11685,-0.4321,3
32466,E01034428,52.10689,-0.42608,1
32467,E01034429,52.11645,-0.41139,1
32468,E01034430,52.08596,-0.43879,4
32469,E01034431,52.11476,-0.4608,4
32470,E01034432,52.10302,-0.4655,2
32471,E01034433,52.0929,-0.46316,4
32472,E01034434,52.08437,-0.46238,1
32473,E01034435,52.37248,-0.24696,3
32474,E01034436,52.35792,-0.2162,5
32475,E01034437,52.33255,-0.18848,3
32476,E01034438,52.3319,-0.19924,3
32477,E01034439,52.32941,-0.16964,2
32478,E01034440,52.29486,-0.17436,2
32479,E01034441,52.24548,-0.1932,1
32480,E01034442,52.23077,-0.2441,3
32481,E01034443,52.22066,-0.22583,1
32482,E01034444,52.2126,-0.26598,4
32483,E01034445,52.21197,-0.27431,4
32484,E01034446,52.08656,-0.78307,2
32485,E01034447,52.08299,-0.8265,4
32486,E01034448,52.07399,-0.77422,2
32487,E01034449,52.06291,-0.83166,1
32488,E01034450,52.06026,-0.82351,3
32489,E01034451,52.03277,-0.65951,5
32490,E01034452,52.01711,-0.65765,2
32491,E01034453,51.98107,-0.74202,2
32492,E01034454,51.97702,-0.72578,1
32493,E01034455,51.97359,-0.74253,5
32494,E01034456,52.0423,-0.69994,4
32495,E01034457,52.04029,-0.71795,2
32496,E01034458,52.05038,-0.68214,2
32497,E01034459,52.04825,-0.68768,5
32498,E01034460,52.04576,-0.67706,2
32499,E01034461,52.04328,-0.6833,1
32500,E01034462,52.05175,-0.84884,3
32501,E01034463,52.04662,-0.8398,5
32502,E01034464,52.03427,-0.83674,5
32503,E01034465,52.00947,-0.81471,5
32504,E01034466,52.03253,-0.8127,1
32505,E01034467,52.02505,-0.81289,3
32506,E01034468,52.01525,-0.80041,5
32507,E01034469,51.56456,0.14152,2
32508,E01034470,51.56271,0.139976,1
32509,E01034471,51.55183,0.110717,3
32510,E01034472,51.55008,0.108054,2
32511,E01034473,51.53757,0.080943,3
32512,E01034474,51.53611,0.076276,5
32513,E01034475,51.52656,0.095261,3
32514,E01034476,51.52288,0.101983,1
32515,E01034477,51.52085,0.108996,2
32516,E01034478,51.52026,0.125691,4
32517,E01034479,51.53135,0.08138,1
32518,E01034480,51.56489,0.088235,3
32519,E01034481,51.56407,0.082657,4
32520,E01034482,51.55797,0.068212,4
32521,E01034483,51.55712,0.066802,3
32522,E01034484,51.55479,0.06951,5
32523,E01034485,51.58912,-0.03674,2
32524,E01034486,51.58812,-0.04224,4
32525,E01034487,51.57196,-0.01096,1
32526,E01034488,51.5699,-0.01522,1
32527,E01034489,54.85077,-1.85669,3
32528,E01034490,54.84758,-1.84312,5
32529,E01034491,54.84069,-1.84544,4
32530,E01034492,54.84244,-1.36307,3
32531,E01034493,54.76239,-1.57216,1
32532,E01034494,54.77993,-1.64939,5
32533,E01034495,54.77086,-1.66714,3
32534,E01034496,54.76356,-1.59246,2
32535,E01034497,54.75474,-1.61042,1
32536,E01034498,54.75195,-1.59109,3
32537,E01034499,54.74296,-1.60231,4
32538,E01034500,54.73506,-1.27197,1
32539,E01034501,54.70462,-1.58368,3
32540,E01034502,54.70468,-1.57485,4
32541,E01034503,54.70702,-1.62554,2
32542,E01034504,54.69538,-1.61397,1
32543,E01034505,54.6871,-1.53416,4
32544,E01034506,54.67363,-1.52732,3
32545,E01034507,54.67016,-1.54882,5
32546,E01034508,54.65062,-1.58229,2
32547,E01034509,54.63873,-1.72108,4
32548,E01034510,54.63844,-1.70677,1
32549,E01034511,54.6298,-2.18226,2
32550,E01034512,54.97096,-1.41045,5
32551,E01034513,54.96593,-1.41214,1
32552,E01034514,54.92007,-1.41298,2
32553,E01034515,54.90077,-1.49847,2
32554,E01034516,54.89704,-1.48621,1
32555,E01034517,54.8935,-1.44415,5
32556,E01034518,54.86103,-1.50683,3
32557,E01034519,54.85578,-1.49555,2
32558,E01034520,51.59847,-1.85404,5
32559,E01034521,51.58373,-1.83154,3
32560,E01034522,51.49179,-2.02674,4
32561,E01034523,51.45377,-2.07824,1
32562,E01034524,51.43672,-2.00997,3
32563,E01034525,51.43161,-2.006,1
32564,E01034526,51.43435,-2.19996,4
32565,E01034527,51.42629,-2.20219,3
32566,E01034528,51.3798,-2.10863,4
32567,E01034529,51.37293,-2.11615,5
32568,E01034530,51.36355,-2.12498,1
32569,E01034531,51.34584,-2.2352,5
32570,E01034532,51.34305,-2.26139,1
32571,E01034533,51.32479,-2.21385,2
32572,E01034534,51.31874,-2.21044,5
32573,E01034535,51.32773,-2.19247,5
32574,E01034536,51.32253,-2.18679,5
32575,E01034537,51.31774,-2.17829,3
32576,E01034538,51.37458,-1.92672,3
32577,E01034539,51.36217,-1.96269,5
32578,E01034540,51.3143,-2.10388,1
32579,E01034541,51.30946,-2.16563,3
32580,E01034542,51.19747,-1.8355,2
32581,E01034543,51.19397,-1.80175,4
32582,E01034544,51.17287,-1.73806,3
32583,E01034545,51.16413,-1.7671,4
32584,E01034546,51.15688,-1.76302,5
32585,E01034547,51.10717,-1.78943,1
32586,E01034548,51.10059,-1.77602,2
32587,E01034549,51.09866,-1.79079,4
32588,E01034550,51.07162,-1.74013,3
32589,E01034551,51.26944,-2.18312,1
32590,E01034552,51.26924,-2.19949,4
32591,E01034553,51.25297,-1.62908,2
32592,E01034554,51.24978,-1.65408,1
32593,E01034555,51.24363,-1.63009,1
32594,E01034556,51.24495,-1.66523,3
32595,E01034557,51.23086,-1.68043,2
32596,E01034558,51.2271,-1.64591,5
32597,E01034559,52.05134,0.977521,1
32598,E01034560,52.04975,0.949933,3
32599,E01034561,52.42196,0.474751,2
32600,E01034562,52.39169,0.54167,3
32601,E01034563,52.38673,0.533302,5
32602,E01034564,52.37629,0.564721,2
32603,E01034565,52.36853,0.495857,4
32604,E01034566,52.30589,0.499477,3
32605,E01034567,52.30099,0.499817,4
32606,E01034568,52.25628,0.414188,3
32607,E01034569,52.25031,0.40248,4
32608,E01034570,52.31378,1.292843,3
32609,E01034571,52.29914,1.361382,3
32610,E01034572,52.27566,0.723908,3
32611,E01034573,52.27073,0.688674,4
32612,E01034574,52.1312,0.541094,4
32613,E01034575,52.08753,0.526306,1
32614,E01034576,51.41481,-0.30708,4
32615,E01034577,51.41409,-0.30347,3
32616,E01034578,51.43287,-0.19483,2
32617,E01034579,51.42905,-0.18682,5
32618,E01034580,51.41889,-0.17977,5
32619,E01034581,51.41542,-0.17839,1
32620,E01034582,53.72298,-1.85927,2
32621,E01034583,53.71943,-1.86336,3
32622,E01034584,53.698,-1.64484,4
32623,E01034585,53.69403,-1.64089,3
32624,E01034586,53.66754,-1.83711,4
32625,E01034587,53.66391,-1.83623,2
32626,E01034588,53.60443,-1.79459,5
32627,E01034589,51.60921,-0.2988,2
32628,E01034590,51.60492,-0.29659,2
32629,E01034591,51.59293,-0.32626,3
32630,E01034592,51.59075,-0.33626,4
32631,E01034593,51.60203,-0.36138,1
32632,E01034594,51.59782,-0.35102,4
32633,E01034595,51.58356,-0.32882,3
32634,E01034596,51.58086,-0.33153,3
32635,E01034597,51.57955,-0.32977,1
32636,E01034598,51.57861,-0.3349,2
32637,E01034599,51.5669,-0.35748,4
32638,E01034600,51.56675,-0.35307,3
32639,E01034601,51.54726,-0.46655,3
32640,E01034602,51.54586,-0.47437,1
32641,E01034603,51.54187,-0.46446,1
32642,E01034604,51.54291,-0.47724,2
32643,E01034605,51.53967,-0.47285,2
32644,E01034606,51.53475,-0.47932,5
32645,E01034607,51.53259,-0.48494,5
32646,E01034608,51.51506,-0.4816,2
32647,E01034609,51.51209,-0.47204,5
32648,E01034610,51.51797,-0.42225,3
32649,E01034611,51.51497,-0.42367,2
32650,E01034612,51.50923,-0.42215,1
32651,E01034613,51.50812,-0.43967,3
32652,E01034614,51.5065,-0.46324,2
32653,E01034615,51.50453,-0.45324,2
32654,E01034616,51.50346,-0.41964,4
32655,E01034617,51.50111,-0.41749,4
32656,E01034618,50.78773,-2.98613,3
32657,E01034619,50.78723,-2.93944,4
32658,E01034620,50.76137,-3.46699,4
32659,E01034621,50.74965,-3.46992,5
32660,E01034622,50.74164,-3.45198,4
32661,E01034623,50.73423,-3.40124,1
32662,E01034624,50.75428,-3.39362,1
32663,E01034625,50.75082,-3.40344,1
32664,E01034626,50.74903,-3.41223,4
32665,E01034627,50.74664,-3.41524,4
32666,E01034628,50.74929,-3.53759,3
32667,E01034629,50.73848,-3.53973,4
32668,E01034630,50.72181,-3.5279,1
32669,E01034631,50.71968,-3.53536,5
32670,E01034632,50.7049,-3.49264,1
32671,E01034633,50.70456,-3.47617,2
32672,E01034634,50.69551,-3.47137,3
32673,E01034635,50.69221,-3.47779,5
32674,E01034636,50.93677,-3.45137,3
32675,E01034637,50.91492,-3.47907,3
32676,E01034638,51.06341,-4.10326,1
32677,E01034639,51.07086,-4.098,5
32678,E01034640,51.04078,-4.23539,4
32679,E01034641,51.03617,-4.23851,3
32680,E01034642,50.77033,-4.09451,1
32681,E01034643,50.74579,-3.97455,5
32682,E01034644,53.2714,-1.25999,2
32683,E01034645,53.26708,-1.2806,1
32684,E01034646,53.20536,-1.227,4
32685,E01034647,53.20099,-1.23247,2
32686,E01034648,53.16805,-1.40149,2
32687,E01034649,53.16723,-1.4105,4
32688,E01034650,52.88685,-1.53158,3
32689,E01034651,52.87358,-1.54304,5
32690,E01034652,52.88256,-1.41412,3
32691,E01034653,52.87273,-1.40604,2
32692,E01034654,52.76483,-1.58342,3
32693,E01034655,52.75945,-1.57981,3
32694,E01034656,52.76658,-1.53538,3
32695,E01034657,52.76263,-1.53449,2
32696,E01034658,53.34436,-2.11186,4
32697,E01034659,53.2592,-2.11399,5
32698,E01034660,53.25658,-2.11695,3
32699,E01034661,53.27136,-2.20027,1
32700,E01034662,53.22911,-2.24485,5
32701,E01034663,53.18392,-2.25475,1
32702,E01034664,53.14015,-2.25461,2
32703,E01034665,53.14263,-2.38862,1
32704,E01034666,53.1381,-2.38147,4
32705,E01034667,53.16737,-2.30274,2
32706,E01034668,53.16212,-2.38976,3
32707,E01034669,53.10159,-2.45121,1
32708,E01034670,53.09947,-2.45711,5
32709,E01034671,53.08275,-2.36703,1
32710,E01034672,53.06893,-2.41096,4
32711,E01034673,53.06566,-2.38027,3
32712,E01034674,53.13435,-2.45747,5
32713,E01034675,53.11812,-2.5403,1
32714,E01034676,53.09264,-2.55997,4
32715,E01034677,53.03461,-2.56872,3
32716,E01034678,53.03337,-2.52519,3
32717,E01034679,52.98827,-0.05406,2
32718,E01034680,52.98362,-0.03734,3
32719,E01034681,52.97611,-0.02763,4
32720,E01034682,52.97028,-0.0294,3
32721,E01034683,52.96599,-0.04023,4
32722,E01034684,52.96188,-0.01739,2
32723,E01034685,53.16287,0.314202,1
32724,E01034686,53.15976,0.333631,2
32725,E01034687,53.2329,-0.54691,1
32726,E01034688,53.23036,-0.54346,5
32727,E01034689,53.21263,-0.61574,2
32728,E01034690,53.21083,-0.60802,5
32729,E01034691,53.22392,-0.56026,4
32730,E01034692,53.219,-0.54987,5
32731,E01034693,53.15264,-0.65348,3
32732,E01034694,53.14465,-0.67779,4
32733,E01034695,52.9874,-0.44502,4
32734,E01034696,52.98567,-0.43002,2
32735,E01034697,52.79527,-0.1658,2
32736,E01034698,52.79166,-0.17633,5
32737,E01034699,52.78321,-0.16261,1
32738,E01034700,52.77774,-0.16152,5
32739,E01034701,52.92118,-0.66169,5
32740,E01034702,52.91589,-0.6614,2
32741,E01034703,52.7648,-0.38859,3
32742,E01034704,52.76297,-0.39871,2
32743,E01034705,52.75834,-0.38435,2
32744,E01034706,53.28274,-0.66957,4
32745,E01034707,53.27232,-0.58668,2
32746,E01034708,51.33281,-1.07834,3
32747,E01034709,51.30121,-1.0771,2
32748,E01034710,51.29684,-1.0954,5
32749,E01034711,51.30148,-1.04839,1
32750,E01034712,51.29874,-1.04969,4
32751,E01034713,51.29151,-1.0695,3
32752,E01034714,51.28328,-1.07519,3
32753,E01034715,51.27279,-1.1031,3
32754,E01034716,51.26952,-1.09227,3
32755,E01034717,51.28091,-1.10906,3
32756,E01034718,51.27908,-1.11597,1
32757,E01034719,51.15207,-0.99313,1
32758,E01034720,51.14063,-0.99125,4
32759,E01034721,51.10856,-0.88023,5
32760,E01034722,51.1108,-0.87617,1
32761,E01034723,51.28268,-0.85454,1
32762,E01034724,51.28229,-0.86742,5
32763,E01034725,51.25379,-0.84301,3
32764,E01034726,51.24947,-0.8242,3
32765,E01034727,51.25658,-0.76147,2
32766,E01034728,51.25268,-0.76768,3
32767,E01034729,51.25582,-0.7861,3
32768,E01034730,51.24859,-0.76246,5
32769,E01034731,50.88721,-1.20265,3
32770,E01034732,50.89513,-1.21092,1
